OPE ID,Institution Name,City,State,Zip Code,Institution Type,"School Group Name
The school is part of a group of institutions owned and/or operated by the corporate or non-profit entity listed below",Institution Fiscal Year End, Composite Score for Institution's  Fiscal Year Ending Between 07/01/2016 - 6/30/2017,,,,,,,,,,,,,,,,,,,
04106300,Palm Beach Academy of Health & Beauty,Lake Park,FL,33403-2130,Proprietary,"The Coral Springs Schools, Inc.",12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00884900,Palm Beach Atlantic University,West Palm Beach,FL,33401-6505,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04225000,Parisian Spa Institute,Jacksonville,FL,32204-4127,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
02149900,Paul Mitchell the School-Jacksonville,Jacksonville,FL,32246-4737,Proprietary,N/A,09/30/2016,1.8,,,,,,,,,,,,,,,,,,,
04105400,Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,32504-7337,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
04246900,PiBerry Institute,Homestead,FL,33033-3215,Proprietary,N/A,12/30/2016,2.1,,,,,,,,,,,,,,,,,,,
03114700,Praxis Institute,Miami,FL,33135-2657,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
04214500,Prestige Health & Beauty Sciences Academy,North Miami Beach,FL,33160-4102,Proprietary,N/A,06/30/2017,1.5,,,,,,,,,,,,,,,,,,,
04143100,Professional Hands Institute,Miami,FL,33125-4140,Proprietary,N/A,06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
01257400,Ringling College of Art and Design,Sarasota,FL,34234-5895,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
00151500,Rollins College,Winter Park,FL,32789-4499,Non-profit,N/A,05/31/2017,2.6,,,,,,,,,,,,,,,,,,,
03696400,Saber College,Miami,FL,33134-1604,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
04207900,SAE Institute of Technology - Miami,North Miami Beach,FL,33160-4307,Proprietary,N/A,06/30/2017,0.2,,,,,,,,,,,,,,,,,,,
00152600,Saint Leo University,Saint Leo,FL,33574-6665,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00146800,Saint Thomas University,Miami Gardens,FL,33054-0000,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
02612700,"Salon Professional Academy - Melbourne, The",Melbourne,FL,32904-3919,Proprietary,N/A,12/31/2016,2.7,,,,,,,,,,,,,,,,,,,
04167300,Salon Professional Academy (The),Fort Myers,FL,33907-1015,Proprietary,N/A,12/31/2016,1.3,,,,,,,,,,,,,,,,,,,
04216900,San Ignacio University,Doral,FL,33178-2350,Proprietary,N/A,12/31/2016,2.8,,,,,,,,,,,,,,,,,,,
02517100,Sarasota School of Massage Therapy,Sarasota,FL,34243-6130,Proprietary,N/A,12/31/2016,2.2,,,,,,,,,,,,,,,,,,,
02314100,Schiller International University,Largo,FL,33771-3842,Proprietary,N/A,12/31/2016,1.9,,,,,,,,,,,,,,,,,,,
04130400,Shear Excellence Hair Academy,Tampa,FL,33614-2783,Proprietary,N/A,12/31/2016,1.0,,,,,,,,,,,,,,,,,,,
04209500,Shear Finesse Beauty Academy,Jacksonville,FL,32225-8212,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03264300,South Florida Bible College and Theological Seminary,Deerfield Beach,FL,33442-5768,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
03661400,South Florida Institute of Technology,Miami,FL,33125-3013,Proprietary,N/A,12/31/2016,2.9,,,,,,,,,,,,,,,,,,,
03123900,Southeastern College,West Palm Beach,FL,33409-0000,Proprietary,"BAR Education, Inc.",12/31/2016,1.7,,,,,,,,,,,,,,,,,,,
03553300,Southeastern College,Jacksonville,FL,32216-0000,Proprietary,"BAR Education, Inc.",12/31/2016,1.7,,,,,,,,,,,,,,,,,,,
00152100,Southeastern University,Lakeland,FL,33801-6099,Non-profit,N/A,06/30/2017,1.7,,,,,,,,,,,,,,,,,,,
02278800,Southern Technical College,Fort Myers,FL,33907-1157,Proprietary,"Southern Technical Holdings, LLC",12/31/2016,-0.5,,,,,,,,,,,,,,,,,,,
03903500,Southern Technical College,Orlando,FL,32809-0000,Proprietary,"Southern Technical Holdings, LLC",12/31/2016,-0.5,,,,,,,,,,,,,,,,,,,
00807500,St. John Vianney College Seminary,Miami,FL,33165-3244,Non-profit,N/A,06/30/2017,2.9,,,,,,,,,,,,,,,,,,,
00822300,St. Vincent de Paul Regional Seminary,Boynton Beach,FL,33436-4899,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00153100,Stetson University,DeLand,FL,32723-3761,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04039300,Sullivan and Cogliano Training Centers,Miami Gardens,FL,33014-6427,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
04163000,Summit Salon Academy,Tampa,FL,33624-6321,Proprietary,N/A,12/31/2016,1.7,,,,,,,,,,,,,,,,,,,
04163100,Summit Salon Academy - Gainesville,Gainesville,FL,32607-1672,Proprietary,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
02326900,Sunstate Academy,Fort Myers,FL,33907-1415,Non-profit,"Sunstate College, Inc.",06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02524000,Sunstate Academy,Clearwater,FL,33765-2702,Non-profit,"Sunstate College, Inc.",06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02508900,Talmudic College of Florida,Miami Beach,FL,33140-1507,Non-profit,N/A,07/31/2016,-1.0,,,,,,,,,,,,,,,,,,,
04116600,Taylor College,Belleview,FL,34420-8714,Proprietary,N/A,12/31/2016,-1.0,,,,,,,,,,,,,,,,,,,
04163200,Tenaj Salon Institute,The Villages,FL,32162-9311,Proprietary,N/A,12/31/2016,2.1,,,,,,,,,,,,,,,,,,,
00910400,TONI&GUY Hairdressing Academy,Jacksonville,FL,32256-3810,Proprietary,N/A,12/31/2016,1.7,,,,,,,,,,,,,,,,,,,
04238500,Training Domain (The),Fort Myers,FL,33907-4080,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04029300,Trendsetters of FL. School of Beauty & Barbering,Jacksonville,FL,32205-4737,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03101900,Trinity Baptist College,Jacksonville,FL,32221-1398,Non-profit,N/A,06/30/2017,2.1,,,,,,,,,,,,,,,,,,,
03028200,Trinity College of Florida,Trinity,FL,34655-4401,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
03549300,Ultimate Medical Academy,Clearwater,FL,33756-4917,Non-profit,N/A,12/31/2016,-0.2,,,,,,,,,,,,,,,,,,,
04233200,Unilatina International College,Miramar,FL,33025-3943,Proprietary,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
03856300,Universal Career School,Sweetwater,FL,33174-4406,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04156300,University of Fort Lauderdale,Lauderhill,FL,33313-5809,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
00153600,University of Miami,Coral Gables,FL,33146-6531,Non-profit,N/A,05/31/2017,2.4,,,,,,,,,,,,,,,,,,,
00153800,University of Tampa (The),Tampa,FL,33606-1490,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
00884800,Warner University,Lake Wales,FL,33859-8725,Non-profit,N/A,06/30/2017,0.6,,,,,,,,,,,,,,,,,,,
00154000,Webber International University,Babson Park,FL,33827-0096,Non-profit,N/A,05/31/2017,1.6,,,,,,,,,,,,,,,,,,,
03939300,Wolford College,Naples,FL,34108-1931,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
04252400,World Class Academy of Beauty Careers,Tallahassee,FL,32310-6831,Proprietary,N/A,12/31/2016,0.8,,,,,,,,,,,,,,,,,,,
02346200,WyoTech,Ormond Beach,FL,32174-1010,Non-profit,Zenith Education Group,12/31/2016,2.7,,,,,,,,,,,,,,,,,,,
03256300,Yeshiva Gedolah Rabbinical College,Miami Beach,FL,33139-4708,Non-profit,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
03108600,Compu-Med Vocational Careers,Hialeah,FL,33012-4861,Proprietary,N/A,06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
00154200,Agnes Scott College,Decatur,GA,30030-3770,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00154500,Andrew College,Cuthbert,GA,39840-1395,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00927000,Art Institute of Atlanta (The),Atlanta,GA,30328-1649,Proprietary,Education Management Corporation and Subsidiaries,06/30/2017,-1.0,,,,,,,,,,,,,,,,,,,
03104500,Atlanta Institute of Music and Media,Duluth,GA,30096-4988,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
02580200,Atlanta School of Massage,Atlanta,GA,30338-6704,Proprietary,N/A,03/31/2017,2.1,,,,,,,,,,,,,,,,,,,
03173300,Atlanta's John Marshall Law School,Atlanta,GA,30309-2947,Proprietary,N/A,07/31/2016,3.0,,,,,,,,,,,,,,,,,,,
04021300,Augusta School of Massage,Evans,GA,30809-3185,Proprietary,N/A,12/31/2016,-0.2,,,,,,,,,,,,,,,,,,,
03523300,Aviation Institute Of Maintenance,Duluth,GA,30096-5038,Proprietary,"Employment Services, Inc.",12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00155400,Berry College,Mount Berry,GA,30149-5007,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
03076300,Beulah Heights University,Atlanta,GA,30316-1873,Non-profit,N/A,06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
00155600,Brenau University,Gainesville,GA,30501-3668,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
00155700,Brewton Parker College,Mount Vernon,GA,30445-0000,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02060900,Brown College of Court Reporting,Atlanta,GA,30309-2823,Proprietary,"Coyne American Institute, Inc.",09/30/2016,3.0,,,,,,,,,,,,,,,,,,,
03635300,Carver Bible College,Atlanta,GA,30331-1300,Non-profit,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
00155900,Clark Atlanta University,Atlanta,GA,30314-4385,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00156000,Columbia Theological Seminary,Decatur,GA,30031-0520,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00348400,Covenant College,Lookout Mountain,GA,30750-4164,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02285500,Creative Circus,Atlanta,GA,30324-4144,Proprietary,"Delta Educational Systems, Inc. (VA)",06/30/2017,-1.0,,,,,,,,,,,,,,,,,,,
04242300,Dalton Institute of Esthetics and Cosmetology,Dalton,GA,30720-8402,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
04247000,DMost Beauty & Body Institute,Lithia  Springs,GA,30122-2954,Proprietary,N/A,02/28/2017,2.7,,,,,,,,,,,,,,,,,,,
04204500,Elaine Sterling Institute(The),Sandy Springs,GA,30342-2633,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
00156300,Emmanuel College,Franklin Springs,GA,30639-0000,Non-profit,N/A,06/30/2017,-1.0,,,,,,,,,,,,,,,,,,,
00156400,Emory University,Atlanta,GA,30322-1960,Non-profit,N/A,08/31/2016,2.8,,,,,,,,,,,,,,,,,,,
04152300,Georgia Beauty Academy,Dalton,GA,30721-3952,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03005400,Georgia Career Institute,Conyers,GA,30094-5912,Proprietary,N/A,12/31/2016,2.4,,,,,,,,,,,,,,,,,,,
04156500,Georgia Christian University,Atlanta,GA,30360-3778,Non-profit,N/A,12/31/2016,2.7,,,,,,,,,,,,,,,,,,,
03089100,Georgia Institute of Cosmetology,Athens,GA,30606-3152,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
01077100,Gupton-Jones College,Decatur,GA,30035-4022,Non-profit,"Pierce Mortuary Colleges, Inc.",12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03804400,Gwinnett College,Marietta,GA,30067-6040,Proprietary,"LTT Enterprises, Inc.",12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
02583000,Gwinnett College,Lilburn,GA,30047-3447,Proprietary,"LTT Enterprises, Inc.",12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
03418300,Gwinnett College-Sandy Springs,Sandy Springs,GA,30328-3161,Proprietary,"LTT Enterprises, Inc.",12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
04206400,Helms College,Macon,GA,31206-5309,Non-profit,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
04264600,Hogan Institute of Cosmetology and Esthetics,Lilburn,GA,30047-3717,Proprietary,N/A,12/31/2016,1.8,,,,,,,,,,,,,,,,,,,
02284300,Interactive College of Technology,Chamblee,GA,30341-2818,Proprietary,"Interactive Learning Systems, Inc.",12/31/2016,2.8,,,,,,,,,,,,,,,,,,,
00156800,Interdenominational Theological Center,Atlanta,GA,30314-4143,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
02520000,International School of Skin and Nailcare,Atlanta,GA,30342-1119,Proprietary,N/A,12/31/2016,1.0,,,,,,,,,,,,,,,,,,,
04150900,Keune Academy by 124,Lawrenceville,GA,30043-7346,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
00157800,LaGrange College,LaGrange,GA,30240-2999,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04147700,Lake Lanier School of Massage,Gainesville,GA,30501-4546,Proprietary,"Woodruff Medical Training and Testing, L.L.C",12/31/2016,2.1,,,,,,,,,,,,,,,,,,,
02074800,Life University,Marietta,GA,30060-2996,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
03100900,Luther Rice College & Seminary,Lithonia,GA,30038-2454,Non-profit,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
04256600,MAK Beauty Institute,Cumming,GA,30040-2783,Proprietary,N/A,12/31/2016,1.8,,,,,,,,,,,,,,,,,,,
00158000,Mercer University,Macon,GA,31207-0001,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00158200,Morehouse College,Atlanta,GA,30314-3773,Non-profit,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
02482100,Morehouse School of Medicine,Atlanta,GA,30310-1495,Non-profit,N/A,06/30/2017,2.4,,,,,,,,,,,,,,,,,,,
04221100,New Horizons Medical Institute,Norcross,GA,30071-2965,Proprietary,N/A,12/31/2016,-1.0,,,,,,,,,,,,,,,,,,,
00158600,Oglethorpe University,Atlanta,GA,30319-2737,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
03812300,Omnitech Institute,Atlanta,GA,30349-5555,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
00158700,Paine College,Augusta,GA,30901-3182,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
02577000,Paul Mitchell The School - Esani,Roswell,GA,30076-1507,Proprietary,N/A,06/30/2017,2.4,,,,,,,,,,,,,,,,,,,
04147000,Paul Mitchell the School Atlanta,Atlanta,GA,30318-5241,Proprietary,N/A,12/31/2016,1.5,,,,,,,,,,,,,,,,,,,
00158800,Piedmont College,Demorest,GA,30535-5644,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00154700,Point University,West Point,GA,31833-1200,Non-profit,N/A,06/30/2017,2.4,,,,,,,,,,,,,,,,,,,
02217200,Portfolio Center,Atlanta,GA,30309-1268,Proprietary,Advertising & Design Education Corporation,12/31/2016,1.0,,,,,,,,,,,,,,,,,,,
01205100,Pro Way Hair School,Stone Mountain,GA,30083-2884,Proprietary,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
04149900,Profile Institute of Barber-Styling,Atlanta,GA,30315-8459,Proprietary,N/A,12/31/2016,1.8,,,,,,,,,,,,,,,,,,,
04256700,Reformed University,Lawrenceville,GA,30043-5604,Non-profit,N/A,12/31/2016,2.7,,,,,,,,,,,,,,,,,,,
00158900,Reinhardt University,Waleska,GA,30183-2900,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
03102000,"Rivertown School of Beauty, Barber, Skin Care and Nails",Columbus,GA,31904-4747,Proprietary,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
02141500,Savannah College of Art and Design,Savannah,GA,31401-4592,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00159100,Shorter University,Rome,GA,30165-4298,Non-profit,N/A,05/31/2017,1.2,,,,,,,,,,,,,,,,,,,
01303900,South University,Savannah,GA,31406-4881,Proprietary,Education Management Corporation and Subsidiaries,06/30/2017,-1.0,,,,,,,,,,,,,,,,,,,
00159400,Spelman College,Atlanta,GA,30314-4399,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00155500,Thomas University,Thomasville,GA,31792-7499,Non-profit,N/A,05/31/2017,2.9,,,,,,,,,,,,,,,,,,,
00159600,Toccoa Falls College,Toccoa Falls,GA,30598-0001,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02321400,Toni & Guy Hairdressing Academy,Marietta,GA,30062-3667,Proprietary,"Rasho, Inc. - Toni & Guy Hairdressing Academy, LP",12/31/2016,1.7,,,,,,,,,,,,,,,,,,,
00159700,Truett McConnell University,Cleveland,GA,30528-1264,Non-profit,N/A,06/30/2017,2.5,,,,,,,,,,,,,,,,,,,
03116100,Vogue Beauty and Barber School,Hiram,GA,30141-2226,Proprietary,N/A,12/31/2016,1.8,,,,,,,,,,,,,,,,,,,
00160000,Wesleyan College,Macon,GA,31210-4462,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
04203800,Woodruff Medical Training and Testing,Tucker,GA,30084-5252,Proprietary,"Woodruff Medical Training and Testing, L.L.C",12/31/2016,2.1,,,,,,,,,,,,,,,,,,,
00160400,Young Harris College,Young Harris,GA,30582-4137,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
03090600,Cobb Beauty College,Kennesaw,GA,30144-2828,Proprietary,N/A,06/30/2017,1.2,,,,,,,,,,,,,,,,,,,
03438300,Pacific Islands University,Mangilao,GU,96913-2619,Non-profit,N/A,06/30/2017,0.7,,,,,,,,,,,,,,,,,,,
00160600,Brigham Young University - Hawaii,Laie,HI,96762-1294,Non-profit,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00160500,Chaminade University of Honolulu,Honolulu,HI,96816-1578,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02139500,Hawaii Institute of Hair Design,Honolulu,HI,96817-5195,Proprietary,N/A,12/31/2016,2.8,,,,,,,,,,,,,,,,,,,
04182200,Hawaii Medical College,Honolulu,HI,96814-3518,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
00727900,Hawaii Pacific University,Honolulu,HI,96813-2882,Non-profit,N/A,06/30/2017,2.9,,,,,,,,,,,,,,,,,,,
03735300,Institute of Clinical Acupuncture and Oriental Medicine,Honolulu,HI,96817-4724,Proprietary,N/A,12/31/2016,2.6,,,,,,,,,,,,,,,,,,,
04165200,Mauna Loa Helicopters,Kailua Kona,HI,96740-2650,Proprietary,N/A,12/31/2016,2.9,,,,,,,,,,,,,,,,,,,
04252700,Pacific Rim Christian University,Honolulu,HI,96819-2228,Non-profit,N/A,06/30/2017,2.9,,,,,,,,,,,,,,,,,,,
04175100,Paul Mitchell The School Honolulu,Honolulu,HI,96816-2433,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
03017800,Travel Institute of the Pacific,Honolulu,HI,96814-1946,Proprietary,N/A,12/31/2016,1.1,,,,,,,,,,,,,,,,,,,
03072500,World Medicine Institute,Honolulu,HI,96821-1759,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
03069100,Allen College,Waterloo,IA,50703-1916,Non-profit,Iowa Health System and Subsidiaries,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
02289000,American Hair Academy,Mt. Pleasant,IA,52641-1856,Proprietary,N/A,12/31/2016,2.0,,,,,,,,,,,,,,,,,,,
04203300,Aveda Institute Des Moines,Des Moines,IA,50266-8137,Proprietary,N/A,12/31/2016,2.8,,,,,,,,,,,,,,,,,,,
00184600,Briar Cliff University,Sioux City,IA,51104-2324,Non-profit,N/A,05/31/2017,2.3,,,,,,,,,,,,,,,,,,,
00184700,Buena Vista University,Storm Lake,IA,50588-9987,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
02090300,Capri College,Cedar Rapids,IA,52404-0000,Proprietary,"Fiegen & Bisenius, Inc.",06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
00771700,Capri College,Davenport,IA,52807-2622,Proprietary,"Fiegen & Bisenius, Inc.",06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
00758800,Capri College,Dubuque,IA,52004-0873,Proprietary,"Fiegen & Bisenius, Inc.",06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
03720300,Carlson College of Massage Therapy,Anamosa,IA,52205-7519,Proprietary,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00185000,Central College,Pella,IA,50219-1999,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
00185200,Clarke University,Dubuque,IA,52001-3198,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
00185400,Coe College,Cedar Rapids,IA,52402-5092,Non-profit,N/A,06/30/2017,2.7,,,,,,,,,,,,,,,,,,,
00185600,Cornell College,Mount Vernon,IA,52314-1098,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
00185500,Des Moines University - Osteopathic Medical Center,Des Moines,IA,50312-4198,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00185800,Divine Word College,Epworth,IA,52045-0380,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00185900,Dordt College,Sioux Center,IA,51250-1697,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
00186000,Drake University,Des Moines,IA,50311-4505,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02328900,Emmaus Bible College,Dubuque,IA,52001-3096,Non-profit,N/A,06/30/2017,2.2,,,,,,,,,,,,,,,,,,,
00761100,EQ School of Hair Design,Council Bluffs,IA,51501-7541,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
00712100,Faith Baptist Bible College & Theological Seminary,Ankeny,IA,50023-2152,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02262500,Faust Institute of Cosmetology,Storm Lake,IA,50588-2349,Proprietary,N/A,12/31/2016,1.6,,,,,,,,,,,,,,,,,,,
00186600,Graceland University,Lamoni,IA,50140-1699,Non-profit,N/A,05/31/2017,2.0,,,,,,,,,,,,,,,,,,,
00186700,Grand View University,Des Moines,IA,50316-1599,Non-profit,N/A,06/30/2017,2.8,,,,,,,,,,,,,,,,,,,
00186800,Grinnell College,Grinnell,IA,50112-1690,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
01206400,Hamilton Technical College,Davenport,IA,52807-2653,Proprietary,N/A,12/31/2016,2.5,,,,,,,,,,,,,,,,,,,
03441300,Iowa School of Beauty,Sioux City,IA,51106-5111,Proprietary,"Iowa School of Beauty, Inc.",05/31/2017,1.8,,,,,,,,,,,,,,,,,,,
02330900,Iowa School of Beauty,Marshalltown,IA,50158-4438,Proprietary,"Iowa School of Beauty, Inc.",05/31/2017,1.8,,,,,,,,,,,,,,,,,,,
02306900,Iowa School of Beauty,Ottumwa,IA,52501-2312,Proprietary,"Iowa School of Beauty, Inc.",05/31/2017,1.8,,,,,,,,,,,,,,,,,,,
00826000,Iowa School of Beauty,Des Moines,IA,50322-3203,Proprietary,"Iowa School of Beauty, Inc.",05/31/2017,1.8,,,,,,,,,,,,,,,,,,,
00187100,Iowa Wesleyan University,Mount Pleasant,IA,52641-1398,Non-profit,N/A,05/31/2017,0.3,,,,,,,,,,,,,,,,,,,
00765900,La' James College of Hairstyling,Mason City,IA,50401-3308,Proprietary,N/A,08/31/2016,2.3,,,,,,,,,,,,,,,,,,,
00959300,La' James International College,Iowa City,IA,52245-2164,Proprietary,"Lyndi, LTD. and Subsidiaries",06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
00842400,La' James International College,Fort Dodge,IA,50501-5577,Proprietary,"Lyndi, LTD. and Subsidiaries",06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
02134500,La' James International College,Davenport,IA,52806-3452,Proprietary,"Lyndi, LTD. and Subsidiaries",06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
02274100,La' James International College - Des Moines,Johnston,IA,50131-8813,Proprietary,"Lyndi, LTD. and Subsidiaries",06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
01300600,La'James International College,Cedar Falls,IA,50613-5242,Proprietary,"Lyndi, LTD. and Subsidiaries",06/30/2017,1.8,,,,,,,,,,,,,,,,,,,
00187300,Loras College,Dubuque,IA,52004-0178,Non-profit,N/A,05/31/2017,2.6,,,,,,,,,,,,,,,,,,,
00187400,Luther College,Decorah,IA,52101-1045,Non-profit,N/A,05/31/2017,2.5,,,,,,,,,,,,,,,,,,,
01111300,Maharishi University of Management,Fairfield,IA,52557-0001,Non-profit,N/A,06/30/2017,2.6,,,,,,,,,,,,,,,,,,,
00627300,Mercy College of Health Sciences,Des Moines,IA,50309-1239,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
00187900,Morningside College,Sioux City,IA,51106-1751,Non-profit,N/A,05/31/2017,3.0,,,,,,,,,,,,,,,,,,,
00188000,Mount Mercy University,Cedar Rapids,IA,52402-4797,Non-profit,N/A,06/30/2017,2.3,,,,,,,,,,,,,,,,,,,
00188300,Northwestern College,Orange City,IA,51041-1996,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
01230000,Palmer College of Chiropractic,Davenport,IA,52803-5287,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
02160900,PCI Academy,Ames,IA,50010-6062,Proprietary,N/A,12/31/2016,1.5,,,,,,,,,,,,,,,,,,,
00794100,Salon Professional Academy (The),Cedar Falls,IA,50613-5061,Proprietary,N/A,12/31/2016,-0.6,,,,,,,,,,,,,,,,,,,
04177800,Salon Professional Academy (The),Iowa City,IA,52240-6083,Proprietary,N/A,12/31/2016,1.8,,,,,,,,,,,,,,,,,,,
04259600,Shiloh University,Kalona,IA,52247-9604,Non-profit,N/A,12/31/2016,3.0,,,,,,,,,,,,,,,,,,,
00188700,Simpson College,Indianola,IA,50125-1297,Non-profit,N/A,05/31/2017,2.6,,,,,,,,,,,,,,,,,,,
00188900,St Ambrose University - Main Campus,Davenport,IA,52803-2898,Non-profit,N/A,06/30/2017,3.0,,,,,,,,,,,,,,,,,,,
