OPE ID,Institution Name,City,State,Zip Code,Institution Fiscal Year End,"School Group Name
The school is part of a group of institutions owned and/or operated by the corporate or non-profit entity listed below",  Institution Type, Composite Score for Institution's  Fiscal Year Ending Between 07/01/2019 - 6/30/2020
00233700,Bethany Lutheran College,Mankato,MN,56001-6163,06/30/2020,N/A,Non-Profit,2.0
00905800,Bethel University,Saint Paul,MN,55112-6999,05/31/2020,N/A,Non-Profit,1.9
03267300,Capella University,Minneapolis,MN,55402-3389,12/31/2019,"Strategic Education, Inc",Proprietary,3.0
00234000,Carleton College,Northfield,MN,55057-4001,06/30/2020,N/A,Non-Profit,3.0
04148800,CenterPoint Massage & Shiatsu Therapy School & Clinic,Bloomington,MN,55431-0000,12/31/2019,N/A,Proprietary,1.7
00234100,College of St Benedict,St Joseph,MN,56374-2099,06/30/2020,N/A,Non-Profit,2.5
00234600,Concordia College - Moorhead,Moorhead,MN,56562-0001,04/30/2020,N/A,Non-Profit,2.2
00234700,Concordia University - Saint Paul,Saint Paul,MN,55104-5494,06/30/2020,N/A,Non-Profit,3.0
00960000,"Cosmetology Careers Unlimited College of Hair, Skin, and Nails",Duluth,MN,55802-2031,12/31/2019,N/A,Proprietary,2.8
00238300,Crown College,St Bonifacius,MN,55375-9001,06/30/2020,N/A,Non-Profit,3.0
00464100,Dunwoody College of Technology,Minneapolis,MN,55403-1192,06/30/2020,N/A,Non-Profit,3.0
00235300,Gustavus Adolphus College,Saint Peter,MN,56082-1498,05/31/2020,N/A,Non-Profit,3.0
02097300,Hastings Beauty School,Hastings,MN,55033-1205,12/31/2019,N/A,Proprietary,1.5
04044300,Hazelden Graduate School of Addiction Studies,Center City,MN,55012-0000,12/31/2019,N/A,Non-Profit,3.0
04130200,Institute of Production and Recording (The),Minneapolis,MN,55401-1648,12/31/2019,N/A,Proprietary,1.8
00235700,Luther Seminary,St Paul,MN,55108-1496,06/30/2020,N/A,Non-Profit,2.4
00235800,Macalester College,Saint Paul,MN,55105-1899,05/31/2020,N/A,Non-Profit,2.2
01173200,Mayo Clinic College of Medicine and Science,Rochester,MN,55905-0001,12/31/2019,N/A,Non-Profit,3.0
00236500,Minneapolis College of Art & Design,Minneapolis,MN,55404-4343,05/31/2020,N/A,Non-Profit,2.9
02238100,Minnesota School of Cosmetology,Woodbury,MN,55125-2252,12/31/2019,N/A,Proprietary,1.8
00983100,Model College of Hair Design,Saint Cloud,MN,56301-4280,12/31/2019,N/A,Proprietary,3.0
01232800,Northwestern Health Sciences University,Bloomington,MN,55431-1599,08/31/2019,N/A,Non-Profit,2.7
04157600,Nova Academy of Cosmetology,Rochester,MN,55901-8754,12/31/2019,N/A,Proprietary,3.0
00869400,Rasmussen University,Saint Cloud,MN,56301-3713,09/30/2019,N/A,Proprietary,0.1
00237900,Saint John's University,Collegeville,MN,56321-2000,06/30/2020,N/A,Non-Profit,2.5
00238000,Saint Mary's University of Minnesota,Winona,MN,55987-1399,05/31/2020,N/A,Non-Profit,2.6
00238200,St Olaf College,Northfield,MN,55057-1098,05/31/2020,N/A,Non-Profit,2.3
02260500,Summit Academy Opportunities Industrialization Center,Minneapolis,MN,55405-1398,06/30/2020,N/A,Non-Profit,3.0
00237100,University of Northwestern- St Paul,Saint Paul,MN,55113-1598,06/30/2020,N/A,Non-Profit,2.5
00234500,University of St Thomas,St Paul,MN,55105-1096,06/30/2020,N/A,Non-Profit,2.8
02504200,Walden University,Minneapolis,MN,55401-2511,12/31/2019,N/A,Proprietary,0.7
04037500,Academy of Hair Design,Springfield,MO,65804-2303,12/31/2019,N/A,Proprietary,2.2
04212100,Academy of Salon Professionals,Sedalia,MO,65301-6910,12/31/2019,N/A,Proprietary,2.5
04118700,American Business & Technology University,Saint Joseph,MO,64506-2961,12/31/2019,N/A,Proprietary,-1.0
02309100,American College of Hair Design,Sedalia,MO,65301-2144,06/30/2020,N/A,Proprietary,2.7
03616300,Aviation Institute of Maintenance,Kansas City,MO,64129-1811,12/31/2019,"Employment Services, Inc.",Proprietary,3.0
01320800,Baptist Bible College,Springfield,MO,65803-3498,06/30/2020,N/A,Non-Profit,1.8
04255700,Bolivar Technical College,Bolivar,MO,65613-8095,06/30/2020,Texas County Technical Institute,Non-Profit,3.0
03066300,Bryan University,Springfield,MO,65804-4921,06/30/2020,N/A,Proprietary,2.7
00245000,Calvary University,Kansas City,MO,64147-1341,06/30/2020,N/A,Non-Profit,1.4
02266400,Central Christian College of The Bible,Moberly,MO,65270-1997,06/30/2020,N/A,Non-Profit,1.4
03070200,Central College of Cosmetology,St. Robert,MO,65584-4637,12/31/2019,Salem College of Hairstyling,Proprietary,2.7
00245300,Central Methodist University,Fayette,MO,65248-1198,06/30/2020,N/A,Non-Profit,3.0
04218400,City Pointe Beauty Academy,Webb City,MO,64870-2502,12/31/2019,N/A,Proprietary,2.1
00245600,Columbia College,Columbia,MO,65216-4581,06/30/2020,N/A,Non-Profit,2.2
02361600,Concorde Career College,Kansas City,MO,64111-2407,12/31/2019,"Concorde Career Colleges, Inc.",Proprietary,1.6
00470700,Covenant Theological Seminary,Saint Louis,MO,63141-8609,06/30/2020,N/A,Non-Profit,3.0
02068200,Cox College,Springfield,MO,65802-1988,09/30/2019,N/A,Non-Profit,3.0
04247400,Ea La Mar's Cosmetology & Barber College,Kansas City,MO,64127-1912,12/31/2019,N/A,Proprietary,2.8
04173900,Evolve Beauty Academy,Washington,MO,63090-4507,12/31/2019,N/A,Proprietary,2.8
00638900,Goldfarb School of Nursing at Barnes-Jewish College,Saint Louis,MO,63110-1091,12/31/2019,N/A,Non-Profit,2.6
02568500,Grabber School of Hair Design,St. Louis,MO,63126-3933,12/31/2019,N/A,Proprietary,2.6
00908900,Hannibal - LaGrange University,Hannibal,MO,63401-1999,06/30/2020,N/A,Non-Profit,0.4
04130600,Healing Arts Center,St. Louis,MO,63122-2104,12/31/2019,N/A,Proprietary,2.3
00960700,House of Heavilin Beauty College,Kansas City,MO,64110-2826,06/30/2020,"House of Heavlin of Blue Springs, Inc.",Proprietary,0.2
02277500,House of Heavilin Beauty College,Blue Springs,MO,64014-3953,06/30/2020,"House of Heavlin of Blue Springs, Inc.",Proprietary,0.2
03110900,House of Heavilin Beauty College,Raymore,MO,64083-9195,06/30/2020,"House of Heavlin of Blue Springs, Inc.",Proprietary,0.2
00247400,Kansas City University,Kansas City,MO,64106-2311,06/30/2020,N/A,Non-Profit,3.0
04249500,Lebanon College of Cosmetology,Lebanon,MO,65536-3800,12/31/2019,N/A,Proprietary,1.8
00470300,Logan University,Chesterfield,MO,63017-5529,08/31/2019,N/A,Non-Profit,3.0
00248200,Maryville University of Saint Louis,St. Louis,MO,63141-7299,05/31/2020,N/A,Non-Profit,2.7
02520800,Merrell University of Beauty Arts & Science,Jefferson City,MO,65109-2534,12/31/2019,N/A,Proprietary,3.0
02121100,Midwest Institute,Fenton,MO,63026-2023,12/31/2019,N/A,Proprietary,3.0
00248500,Midwestern Baptist Theological Seminary,Kansas City,MO,64118-4697,07/31/2019,N/A,Non-Profit,3.0
03519300,Missouri College of Cosmetology North,Springfield,MO,65804-1235,12/31/2019,N/A,Proprietary,0.0
00248900,Missouri Valley College,Marshall,MO,65340-3197,06/30/2020,N/A,Non-Profit,3.0
02608000,Neosho Beauty College,Neosho,MO,64850-1525,06/30/2020,N/A,Proprietary,2.4
03101000,New Dimension School of Hair Design,Joplin,MO,64801-5017,12/31/2019,N/A,Proprietary,2.7
03077200,Paul Mitchell the School Missouri Columbia,Columbia,MO,65203-6520,12/31/2019,N/A,Proprietary,2.9
04145700,Paul Mitchell The School Springfield,Springfield,MO,65807-5969,12/31/2019,N/A,Proprietary,3.0
04170700,Paul Mitchell The School St Louis,St. Louis,MO,63108-1554,07/31/2019,N/A,Proprietary,2.1
01040500,Pinnacle Career Institute,Kansas City,MO,64153-1151,12/31/2019,N/A,Proprietary,1.9
00639200,Research Medical Center,Kansas City,MO,64132-1199,12/31/2019,N/A,Proprietary,-0.5
00978200,Saint Luke's College of Health Sciences,Kansas City,MO,64111-3128,12/31/2019,N/A,Non-Profit,3.0
02214500,Salem College of Hairstyling,Rolla,MO,65401-2981,12/31/2019,Salem College of Hairstyling,Proprietary,2.7
04170600,Salon Professional Academy (The),St. Charles,MO,63301-1021,12/31/2019,N/A,Proprietary,2.6
04174000,Skin Institute,Saint Louis,MO,63126-3552,12/31/2019,N/A,Proprietary,3.0
03070900,Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,63703-4507,12/31/2019,N/A,Non-Profit,2.4
00250200,Southwest Baptist University,Bolivar,MO,65613-2597,05/31/2020,N/A,Non-Profit,2.5
02340500,St. Louis College of Health Careers,Fenton,MO,63026-1909,06/30/2020,N/A,Proprietary,2.7
00251200,Stephens College,Columbia,MO,65215-0001,06/30/2020,N/A,Non-Profit,2.2
00855200,Stevens - The Institute of Business & Arts,St Louis,MO,63103-0000,06/30/2020,N/A,Proprietary,2.0
03579300,Texas County Technical Institute,Houston,MO,65483-2700,06/30/2020,Texas County Technical Institute,Non-Profit,3.0
04133300,Trend Setters School,Cape Girardeau,MO,63703-7607,12/31/2019,N/A,Proprietary,1.8
00252000,Washington University in St. Louis,St Louis,MO,63130-4899,06/30/2020,N/A,Non-Profit,3.0
03970400,WellSpring School of Allied Health,Kansas City,MO,64114-3313,06/30/2020,N/A,Proprietary,-0.4
00252300,Westminster College,Fulton,MO,65251-1299,06/30/2020,N/A,Non-Profit,3.0
00252400,William Jewell College,Liberty,MO,64068-1896,06/30/2020,N/A,Non-Profit,2.2
00252500,William Woods University,Fulton,MO,65251-2388,06/30/2020,N/A,Non-Profit,2.2
02235900,Academy of Hair Design # 4,Pearl,MS,39208-3503,12/31/2019,N/A,Proprietary,3.0
02251600,Academy of Hair Design #6,Hattiesburg,MS,39401-7549,12/31/2019,N/A,Proprietary,1.6
00239800,Blue Mountain College,Blue Mountain,MS,38610-9370,06/30/2020,N/A,Non-Profit,1.8
04131300,Corinth Academy of Cosmetology,Corinth,MS,38834-4813,12/31/2019,N/A,Proprietary,2.3
02249900,Delta Beauty College,Greenville,MS,38701-4501,12/31/2019,N/A,Proprietary,1.8
02251700,Foster's Cosmetology College,Ripley,MS,38663-0066,12/31/2019,N/A,Proprietary,2.6
04269500,Goshen School of Cosmetology,Cleveland,MS,38732-0000,12/31/2019,N/A,Proprietary,1.9
02302800,Hatfield's Mississippi College of Beauty Culture,Laurel,MS,39440-6605,12/31/2019,N/A,Proprietary,2.7
03963300,Institute of Health and Technology,Hattiesburg,MS,39402-1300,12/31/2019,N/A,Proprietary,-1.0
03032400,KC's School of Hair Design,Pontotoc,MS,38863-0000,12/31/2019,N/A,Proprietary,2.6
02244300,Mississippi Barber Academy,Jackson,MS,39211-4052,06/30/2020,N/A,Proprietary,1.8
04140200,"Mississippi Institute of Aesthetics, Nails, & Cosmetology",Clinton,MS,39056-5628,12/31/2019,N/A,Proprietary,3.0
04267100,Unlimited Cosmetology School,Hattiesburg,MS,39401-3601,12/31/2019,N/A,Proprietary,1.1
04282400,Vaughn Beauty College,Aberdeen,MS,39730-3238,06/30/2020,N/A,Proprietary,-1.0
00244700,William Carey University,Hattiesburg,MS,39401-5499,06/30/2020,N/A,Non-Profit,2.0
02621300,Academy of Cosmetology,Bozeman,MT,59715-3544,12/31/2019,N/A,Proprietary,1.4
04163700,Bitterroot School of Cosmetology,Hamilton,MT,59840-3118,12/31/2019,N/A,Proprietary,-1.0
03763400,Bold Beauty Academy,Billings,MT,59101-0000,12/31/2019,N/A,Proprietary,3.0
00790000,Butte Academy of Beauty Culture,Butte,MT,59701-9197,12/31/2019,N/A,Proprietary,3.0
04187700,Crevier's School of Cosmetology,Kalispell,MT,59901-4402,12/31/2019,N/A,Proprietary,3.0
04164100,Montana Academy of Salons,Great Falls,MT,59405-1800,12/31/2019,N/A,Proprietary,3.0
04219100,Alexander Paul Institute of Hair Design,Greenville,NC,27858-3344,12/31/2019,N/A,Proprietary,2.6
04140700,Aveda Institute Chapel Hill,Chapel Hill,NC,27514-7001,06/30/2020,"Nutur Holdings, LLC",Proprietary,2.0
04228400,Beyond Measure Barbering Institute,Mebane,NC,27302-2323,12/31/2019,N/A,Proprietary,1.9
00647700,Cabarrus College of Health Sciences,Concord,NC,28025-3959,12/31/2019,N/A,Non-Profit,3.0
00291300,Campbell University,Buies Creek,NC,27506-0036,05/31/2020,N/A,Non-Profit,3.0
04178100,Carolina College of Hair Design,Asheville,NC,28806-2711,12/31/2019,N/A,Proprietary,3.0
04101300,Carolina School of Broadcasting,Charlotte,NC,28214-8085,12/31/2019,N/A,Proprietary,1.8
00295600,Carolina University,Winston Salem,NC,27101-5025,06/30/2020,N/A,Non-Profit,2.8
04129400,Center for Massage & Natural Health,Asheville,NC,28801-8331,12/31/2019,N/A,Proprietary,2.8
02205000,College of Wilmington,Wilmington,NC,28403-0000,12/31/2019,N/A,Proprietary,2.5
04146400,Daoist Traditions College of Chinese Medical Arts,Asheville,NC,28801-1060,05/31/2020,N/A,Proprietary,3.0
00291800,Davidson College,Davidson,NC,28035-0000,06/30/2020,N/A,Non-Profit,2.5
00292000,Duke University,Durham,NC,27708-0397,06/30/2020,"Duke University Health System, Inc.",Non-Profit,2.2
00292900,Gardner-Webb University,Boiling Springs,NC,28017-0000,06/30/2020,N/A,Non-Profit,2.3
03361300,Gwinnett College,Raleigh,NC,27616-2811,12/31/2019,"LTT Enterprises, Inc.",Proprietary,3.0
04120300,Health and Style Institute,Greensboro,NC,27407-4751,12/31/2019,N/A,Proprietary,2.6
04073300,Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,12/31/2019,N/A,Non-Profit,2.9
01192600,Leon's Beauty School,Greensboro,NC,27403-2812,12/31/2019,N/A,Proprietary,3.0
00294500,Meredith College,Raleigh,NC,27607-5298,06/30/2020,N/A,Non-Profit,2.5
00294600,Methodist University,Fayetteville,NC,28311-1420,06/30/2020,N/A,Non-Profit,2.2
02056500,Mitchell's Academy,Raleigh,NC,27606-3326,12/31/2019,N/A,Proprietary,2.1
04206500,MyComputerCareer.com,Raleigh,NC,27606-3365,06/30/2020,"MyComputerCareer.com, Inc. and Subsidiaries",Proprietary,2.7
01179900,Paul Mitchell The School Fayetteville,Fayetteville,NC,28303-5364,09/30/2019,N/A,Proprietary,1.8
03777300,Paul Mitchell The School Gastonia,Gastonia,NC,28054-0460,12/31/2019,N/A,Proprietary,1.7
04204700,Paul Mitchell The School Raleigh,Raleigh,NC,27612-7358,06/30/2020,N/A,Proprietary,2.6
00295500,Pfeiffer University,Misenheimer,NC,28109-0000,06/30/2020,N/A,Non-Profit,1.0
02560600,Pinnacle Institute of Cosmetology,Mooresville,NC,28115-8020,12/31/2019,N/A,Proprietary,0.7
03109000,School of Communication Arts of North Carolina,Raleigh,NC,27614-7076,12/31/2019,N/A,Proprietary,2.5
00296300,Southeastern Baptist Theological Seminary,Wake Forest,NC,27587-1889,07/31/2019,N/A,Non-Profit,2.8
00297800,Wake Forest University,Winston-Salem,NC,27109-7246,06/30/2020,N/A,Non-Profit,2.6
00648300,Watts College of Nursing,Durham,NC,27705-2505,06/30/2020,"Duke University Health System, Inc.",Non-Profit,2.2
00298500,Wingate University,Wingate,NC,28174-0159,05/31/2020,N/A,Non-Profit,2.5
03009500,Winston-Salem Barber School,Winston-Salem,NC,27127-3757,12/31/2019,N/A,Proprietary,1.0
04139400,Hair Academy (The),Bismarck,ND,58501-4929,12/31/2019,N/A,Proprietary,3.0
01040600,"Josef's School of Hair, Skin & Body",Grand Forks,ND,58201-6394,12/31/2019,N/A,Proprietary,-0.5
04223500,Lynnes Welding Training,Fargo,ND,58102-4018,12/31/2019,N/A,Proprietary,2.9
04031300,Salon Professional Academy (The),Fargo,ND,58103-3337,12/31/2019,N/A,Proprietary,1.9
00974300,Bellevue University,Bellevue,NE,68005-3098,06/30/2020,N/A,Non-Profit,3.0
00639900,Bryan College of Health Sciences,Lincoln,NE,68506-1398,12/31/2019,N/A,Non-Profit,3.0
00961700,Capitol Beauty School,Omaha,NE,68137-2325,12/31/2019,N/A,Proprietary,2.5
02079700,College of Hair Design,Lincoln,NE,68508-2199,06/30/2020,N/A,Proprietary,2.3
00254000,College of Saint Mary,Omaha,NE,68106-2606,06/30/2020,N/A,Non-Profit,3.0
03164300,Creative Center (The),Omaha,NE,68164-2911,12/31/2019,N/A,Proprietary,2.9
00254200,Creighton University,Omaha,NE,68178-0315,06/30/2020,N/A,Non-Profit,2.6
04132600,Davines Professional Academy of Beauty and Business,Lincoln,NE,68516-2306,08/31/2019,N/A,Proprietary,2.5
00254400,Doane University,Crete,NE,68333-2421,06/30/2020,N/A,Non-Profit,2.6
01151900,Joseph's College Cosmetology,Lincoln,NE,68505-2463,06/30/2020,N/A,Proprietary,1.7
03279300,Myotherapy Institute,Lincoln,NE,68506-7547,12/31/2019,N/A,Proprietary,1.6
00640400,Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,12/31/2019,N/A,Non-Profit,3.0
03821400,Universal College of Healing Arts,Omaha,NE,68112-1810,12/31/2019,N/A,Proprietary,2.3
02610500,Xenon International Academy II,Omaha,NE,68127-3522,12/31/2019,N/A,Proprietary,3.0
00256700,York College,York,NE,68467-2699,06/30/2020,N/A,Non-Profit,1.7
04162200,American Academy of Health and Beauty,Manchester,NH,03102-5263,12/31/2019,N/A,Proprietary,-1.0
01318900,Continental Academie of Hair Design,Hudson,NH,03051-3754,07/31/2019,N/A,Proprietary,1.8
00257300,Dartmouth College,Hanover,NH,03755-3529,06/30/2020,N/A,Non-Profit,3.0
00864500,Empire Beauty Schools,Hookset,NH,03106-9716,12/31/2019,"Empire Beauty School, INC.",Proprietary,2.8
02179600,Empire Beauty Schools,Somersworth,NH,03878-1592,12/31/2019,"Empire Beauty School, INC.",Proprietary,2.8
04263000,Harmony Health Care Institute,Merrimack,NH,03054-0000,12/31/2019,N/A,Proprietary,3.0
02245400,Keene Beauty Academy,Keene,NH,03431-1513,12/31/2019,N/A,Proprietary,1.9
02247000,New England School of Hair Design,West Lebanon,NH,03784-2003,12/31/2019,N/A,Proprietary,1.8
03729300,New Hampshire Institute for Therapeutic Arts,Nashua,NH,03060-4906,12/31/2019,N/A,Proprietary,2.8
02211600,Paul Mitchell The School Portsmouth,Portsmouth,NH,03801-4084,04/30/2020,N/A,Proprietary,3.0
04229100,Advantage Career Institute,Eatontown,NJ,07724-4232,12/31/2019,N/A,Proprietary,3.0
04234400,American Institute of Alternative Medicine,East Brunswick,NJ,08816-3727,12/31/2019,N/A,Proprietary,1.5
04136400,American Institute of Medical Sciences & Education,Piscataway,NJ,08854-3870,12/31/2019,N/A,Proprietary,2.5
04188700,ASI Career Institute,Turnersville,NJ,08012-1043,12/31/2019,N/A,Proprietary,3.0
04266000,Bais Medrash Mayan Hatorah,Lakewood,NJ,08701-1445,08/31/2019,N/A,Non-Profit,2.9
00750200,Berkeley College,Woodland Park,NJ,07424-3367,06/30/2020,N/A,Proprietary,2.5
04181400,Best Care College,East Orange,NJ,07018-1703,12/31/2019,N/A,Proprietary,2.2
04251500,Beth Medrash of Asbury Park,Lakewood,NJ,08701-5842,08/31/2019,N/A,Non-Profit,2.6
00259700,Bloomfield College,Bloomfield,NJ,07003-3425,06/30/2020,N/A,Non-Profit,2.4
01085100,Branford Hall Career Institute,Parsippany,NJ,07054-3409,12/31/2019,"Premier Education Group, LP",Proprietary,1.1
04216500,Center for the Healing Arts,Voorhees,NJ,08043-1911,12/31/2019,N/A,Proprietary,1.8
04184500,Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,07058-9589,04/30/2020,N/A,Proprietary,2.8
04260400,Cutting Edge Academy,Succasunna,NJ,07876-1311,12/31/2019,N/A,Proprietary,1.9
02154000,Divers Academy of the Eastern Seaboard,Erial,NJ,08081-1139,12/31/2019,N/A,Proprietary,3.0
03122600,Eastern International College,Jersey City,NJ,07306-3906,12/31/2019,N/A,Proprietary,3.0
03811300,Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,07003-3426,08/31/2019,N/A,Proprietary,3.0
02053700,Eastwick College,Ramsey,NJ,07446-2546,12/31/2019,N/A,Proprietary,3.0
01246200,Eastwick College - Hackensack Campus.,Hackensack,NJ,07601-7197,12/31/2019,N/A,Proprietary,3.0
02092300,Eastwick College - Nutley Campus,Nutley,NJ,07110-9802,12/31/2019,N/A,Proprietary,3.0
00260700,Fairleigh Dickinson University,Teaneck,NJ,07666-1996,06/30/2020,N/A,Non-Profit,2.9
02132300,Fortis Institute,Wayne,NJ,07470-7041,06/30/2020,"Education Affiliates, Inc. and Subsidiaries",Proprietary,0.2
04243300,Garden State Science and Technology Institute,Jersey City,NJ,07306-2714,12/31/2019,N/A,Proprietary,1.9
02104000,Harris School of Business,Cherry Hill,NJ,08002-2983,12/31/2019,"Premier Education Group, LP",Proprietary,1.1
02586900,Harris School of Business,Voorhees,NJ,08043-2604,12/31/2019,"Premier Education Group, LP",Proprietary,1.1
03803300,Healthcare Training Institute,Union,NJ,07083-3504,12/31/2019,N/A,Proprietary,1.8
00849400,HoHoKus School of Trade and Technical Sciences,Paterson,NJ,07513-1402,12/31/2019,N/A,Proprietary,3.0
00641700,Holy Name Medical Center School of Nursing,Englewood Cliffs,NJ,07632-0000,12/31/2019,N/A,Non-Profit,3.0
04218500,Innovate Salon Academy,South Plainfield,NJ,07080-0000,12/31/2019,N/A,Proprietary,1.8
04134100,Jersey College,Teterboro,NJ,07608-1104,06/30/2020,N/A,Proprietary,3.0
00642100,JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder Schools,Plainfield,NJ,07061-3399,12/31/2019,N/A,Non-Profit,3.0
02146800,Joe Kubert School of Cartoon & Graphic Art (The),Dover,NJ,07801-4054,06/30/2020,N/A,Proprietary,3.0
01246100,Lincoln Technical Institute,Iselin,NJ,08830-1636,12/31/2019,"Lincoln Educational Services, Corporation and Subsidiaries",Proprietary,1.5
04207500,Medical Career Institute,Ocean,NJ,07712-7202,12/31/2019,N/A,Proprietary,3.0
04257800,Mobile Technical Training,South Hackensack,NJ,07606-0000,12/31/2019,N/A,Proprietary,1.5
04154900,National Career Institute,East Orange,NJ,07018-2011,06/30/2020,N/A,Proprietary,2.4
00759300,Parisian Beauty Academy Paul Mitchell Partner School,Hackensack,NJ,07601-5509,06/30/2020,N/A,Proprietary,2.1
04218200,Paul Mitchell The School - Jersey Shore,Brick,NJ,08723-3413,12/31/2019,N/A,Proprietary,2.9
01062900,PB Cosmetology Education Centre,Gloucester City,NJ,08030-1750,12/31/2019,N/A,Proprietary,2.5
03650600,PC Age,Jersey City,NJ,07306-3936,12/31/2019,N/A,Proprietary,2.7
02131600,Pennco Tech,Blackwood,NJ,08012-9961,06/30/2020,"Pennco Institutes, Inc.",Proprietary,1.8
00262700,Princeton University,Princeton,NJ,08544-2001,06/30/2020,N/A,Non-Profit,3.0
04277800,Pro Beauty Academy (The),Edison,NJ,08820-2843,12/31/2019,N/A,Proprietary,1.7
01090300,Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,08043-4600,12/31/2019,N/A,Proprietary,2.2
01209000,Robert Fiance Beauty Schools,Perth Amboy,NJ,08861-4118,09/30/2019,N/A,Proprietary,1.5
02223700,Robert Fiance Beauty Schools,West New York,NJ,07093-4623,12/31/2019,N/A,Proprietary,1.5
02528200,Robert Fiance Beauty Schools,North Plainfield,NJ,07060-4840,08/31/2019,N/A,Proprietary,2.5
00263200,Seton Hall University,South Orange,NJ,07079-2697,06/30/2020,N/A,Non-Profit,2.5
02234600,Shore Beauty School,Egg Harbor Township,NJ,08234-2621,12/31/2019,N/A,Proprietary,3.0
04131200,Total Image Beauty Academy,Union City,NJ,07087-2943,12/31/2019,N/A,Proprietary,3.0
04216000,Universal Training Institute,Perth Amboy,NJ,08861-4106,12/31/2019,N/A,Proprietary,2.7
04261200,Yeshiva Bais Aharon,Lakewood,NJ,08701-2053,08/31/2019,N/A,Non-Profit,2.3
04264900,Yeshiva Chemdas Hatorah,Lakewood,NJ,08701-4618,07/31/2019,N/A,Non-Profit,2.5
04280100,Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,NJ,08701-5502,08/31/2019,N/A,Non-Profit,1.8
04273800,Yeshiva Gedola Tiferes Yerachmiel,Lakewood,NJ,08701-0000,08/31/2019,N/A,Non-Profit,3.0
04265300,Yeshiva Gedolah Keren Hatorah,Lakewood,NJ,08701-1239,07/31/2019,N/A,Non-Profit,2.7
04252000,Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,08701-3623,08/31/2019,N/A,Non-Profit,3.0
04264400,Yeshiva Gedolah Tiferes Boruch,North Plainfield,NJ,07060-0000,07/31/2019,N/A,Non-Profit,3.0
04279600,Yeshiva Ohr Zechariah,Lakewood,NJ,08701-0000,08/31/2019,N/A,Non-Profit,2.8
04131100,Yeshiva Toras Chaim,Lakewood,NJ,08701-2120,08/31/2019,N/A,Non-Profit,3.0
04216100,Yeshiva Yesodei Hatorah,Lakewood,NJ,08701-4946,08/31/2019,N/A,Non-Profit,2.8
04123400,Yeshivas Be'er Yitzchok,Elizabeth,NJ,07208-2380,07/31/2019,N/A,Non-Profit,3.0
04270300,Yeshivas Emek Hatorah,Howell,NJ,07731-2444,08/31/2019,N/A,Non-Profit,3.0
04283300,A Better U Beauty Barber Academy,Albuquerque,NM,87110-3128,12/31/2019,N/A,Proprietary,1.6
04174500,Aveda Institute of New Mexico (The),Albuquerque,NM,87104-1160,12/31/2019,N/A,Proprietary,1.6
04271600,"Avenue Academy, A Cosmetology Institute (The)",Albuquerque,NM,87110-3449,12/31/2019,N/A,Proprietary,-1.0
04259300,Burrell College of Osteopathic Medicine,Las Cruces,NM,88001-6056,06/30/2020,N/A,Proprietary,2.9
04276000,Glitz School of Cosmetology,Las Cruces,NM,88001-5109,12/31/2019,N/A,Proprietary,1.5
01300500,Olympian Academy of Cosmetology,Alamogordo,NM,88310-5051,12/31/2019,N/A,Proprietary,2.3
03678300,Pima Medical Institute,Albuquerque,NM,87114-5775,12/31/2019,"Vocational Training Institutes, Inc.",Proprietary,3.0
00209300,Saint John's College,Santa Fe,NM,87505-4599,06/30/2020,N/A,Non-Profit,2.3
02622000,Southwest Acupuncture College,Santa Fe,NM,87505-6353,12/31/2019,N/A,Proprietary,1.8
03076100,Southwestern College,Santa Fe,NM,87507-0000,08/31/2019,N/A,Non-Profit,2.7
04162400,TONI&GUY Hairdressing  Academy,Albuquerque,NM,87110-4404,12/31/2019,N/A,Proprietary,2.8
03430300,Universal Therapeutic Massage Institute,Albuquerque,NM,87107-4403,12/31/2019,N/A,Proprietary,1.7
00265000,University of the Southwest,Hobbs,NM,88240-9129,05/31/2020,N/A,Non-Profit,2.4
04178500,Vogue College of Cosmetology,Santa Fe,NM,87505-7636,12/31/2019,N/A,Proprietary,1.7
01323200,Academy of Hair Design,Las Vegas,NV,89146-1617,06/30/2020,N/A,Proprietary,2.4
04171000,Advanced Training Institute,Las Vegas,NV,89118-1519,12/31/2019,Mikhail Education Corporation and Subsidiary,Proprietary,1.7
04147600,Aveda Institute Las Vegas,Las Vegas,NV,89119-6103,12/31/2019,N/A,Proprietary,3.0
02621500,Career College of Northern Nevada,Sparks,NV,89434-7905,12/31/2019,N/A,Proprietary,1.1
03881400,European Massage Therapy School  (The),Las Vegas,NV,89117-5480,12/31/2019,N/A,Proprietary,2.5
03975300,Institute of Professional Careers,Las Vegas,NV,89119-7825,12/31/2019,N/A,Proprietary,3.0
04144800,International Academy of Style,Reno,NV,89502-1559,12/31/2019,N/A,Proprietary,3.0
04269800,L Makeup Institute,Las Vegas,NV,89145-6247,12/31/2019,N/A,Proprietary,2.8
