OPE ID,School Name,City,State,Zip Code,School Type,"Composite Scores for 
School FYs Ending Between 
7/1/2006 and 6/30/2007"
03618300,Florida Institute of Animal Arts,Winter Park,FL,32792-1740,Proprietary,1.6
00146900,Florida Institute of Technology,Melbourne,FL,32899-0000,Private Non-Profit,1.8
02329900,Florida Institute of Ultrasound,Pensacola,FL,32514-4913,Proprietary,1.5
00148600,Florida Memorial University,Miami Gardens,FL,33170-1565,Private Non-Profit,1.9
02547600,Florida National College,Hialeah,FL,33012-4108,Proprietary,3
04129900,Florida School of Massage,Gainesville,FL,32608-5419,Proprietary,2.4
03856500,Florida School of Traditional Midwifery,Gainesville,FL,32601-5507,Private Non-Profit,0.8
00148800,Florida Southern College,Lakeland,FL,32809-0000,Private Non-Profit,3
02218700,Florida Technical College,Orlando,FL,32720-7415,Proprietary,-1
02338400,Fort Pierce Beauty Academy,Fort Pierce,FL,32960-7190,Proprietary,1.8
02362100,Full Sail University,Winter Park,FL,32792-7427,Proprietary,2.1
03866300,Galiano Career Academy,Altamonte,FL,32701-5039,Proprietary,2
04058300,Health Opportunity Technical Center,Miami  Gardens,FL,33169-4517,Proprietary,2.6
04120400,Hi-Tech School of Cosmetology,Miami,FL,33174-0000,Proprietary,0.4
02188900,Hobe Sound Bible College,Hobe Sound,FL,33455-7734,Private Non-Profit,0.8
03037500,Hodges University,Naples,FL,34142-2192,Private Non-Profit,2.9
04162500,Hollywood Institute of Beauty Careers,Hollywood,FL,33141-4135,Proprietary,3
04083400,Institute of Allied Medical Professions,Delray Beach,FL,30342-1731,Proprietary,1.3
02257900,International Academy,South Daytona,FL,32119-3541,Proprietary,2.2
04129300,International B Naturale Beauty School,Lauderdale Lakes,FL,33311-1152,Proprietary,3
03564300,International School of Health and Beauty,Lauderdale Lakes,FL,33406-5808,Proprietary,2.9
03411400,International Training Careers,Miami,FL,33155-1462,Private Non-Profit,2.7
03627400,Jacksonville Beauty Institute,Jacksonville,FL,32818-0000,Proprietary,3
00149500,Jacksonville University,Jacksonville,FL,32211-3394,Private Non-Profit,3
00149700,Jones College,Jacksonville,FL,33176-1057,Private Non-Profit,1.4
03123900,Keiser Career College,Greenacres,FL,33618-0000,Proprietary,2.6
02151900,Keiser University,Fort Lauderdale,FL,34986-0000,Proprietary,3
02325100,Key College,Dania Beach,FL,33404-4917,Proprietary,2.9
02573200,La Belle Beauty Academy,Miami,FL,33012-,Proprietary,3
02287100,La Belle Beauty School,Hialeah,FL,33012-3224,Proprietary,3
01016100,Loraine's Academy,Saint Petersburg,FL,33710-6391,Proprietary,2.2
00150500,Lynn University,Boca Raton,FL,33431-5598,Private Non-Profit,3
04128400,Management Resources Institute,Miami,FL,33014-2242,Proprietary,3
02148300,Manhattan Beauty School,Tampa,FL,33634-1140,Proprietary,1.8
02156300,Margate School of Beauty,Margate,FL,33063-0000,Proprietary,2.8
03875300,MCI Institute of Technology,West Palm Beach,FL,33409-4937,Proprietary,1.8
04148500,Medical Institute of Palm Beach,Lake Worth,FL,33460-5042,Proprietary,3
03099600,Mercy Hospital School of Practical Nursing,Miami,FL,33133-4237,Private Non-Profit,1.5
02326800,Meridian Career Institute,Sarasota,FL,33619-1378,Proprietary,2.3
03125600,Miami Ad School,Miami Beach,FL,94111-1802,Proprietary,2
03035900,National Aviation Academy,Clearwater,FL,33760-3931,Proprietary,2
03433400,New Concept Massage and Beauty School,Miami,FL,33175-3436,Proprietary,1.6
03224300,New Professions Technical Institute,Miami,FL,33134-1640,Proprietary,2.4
04140800,North Florida Academy,Orange Park,FL,32065-7758,Proprietary,1.3
03557300,North Florida Cosmetology Institute,Tallahassee,FL,32312-2603,Proprietary,0.7
03089200,Nouvelle Institute,Miami,FL,33012-3639,Proprietary,2.5
00150900,Nova Southeastern University,Fort Lauderdale,FL,33066-1615,Private Non-Profit,2.9
04134900,Orange Park International School of Beauty,Orange Park,FL,32073-5524,Proprietary,1.8
04106300,Palm Beach Academy of Health & Beauty*,Lake Park,FL,33403-2130,Proprietary,1.6
00884900,Palm Beach Atlantic University,West Palm Beach,FL,33414-7761,Private Non-Profit,3
02149900,Paul Mitchell the School-Jacksonville,Jacksonville,FL,22102-0000,Proprietary,-0.7
04105400,Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,32504-7337,Proprietary,2.5
03114700,Praxis Institute,Miami,FL,33012-4150,Proprietary,2.2
04143100,Professional Hands Institute,Miami,FL,33126-1939,Proprietary,3
03348400,Professional Training Centers,Miami,FL,33175-1178,Proprietary,1.8
00822300,Regional Seminary of Saint Vincent de Paul in Florida,Boynton Beach,FL,33436-4899,Private Non-Profit,2.1
01257400,Ringling College of Art & Design,Sarasota,FL,34234-5895,Private Non-Profit,3
00910400,Riverside Hairstyling Academy,Jacksonville,FL,32207-3810,Proprietary,0.2
00151500,Rollins College,Winter Park,FL,33141-,Private Non-Profit,3
04147800,Rose Training Institute,Winter Haven,FL,33881-4094,Proprietary,2.3
03696400,Saber,Miami,FL,33134-1604,Private Non-Profit,1.5
00152600,Saint Leo University,Saint Leo,FL,39710-7401,Private Non-Profit,3
00146800,Saint Thomas University,Miami Gardens,FL,33321-1124,Private Non-Profit,2.8
02517100,Sarasota School of Massage Therapy,Sarasota,FL,34243-6130,Proprietary,2.3
02314100,Schiller International University,Largo,FL,33771-3842,Proprietary,0.7
04130400,Shear Excellence International Hair Academy,Tampa,FL,33614-2783,Private Non-Profit,1.9
03264300,South Florida Bible College and Theological Seminary,Deerfield Beach,FL,33441-5768,Private Non-Profit,3
03661400,South Florida Institute of Technology,Miami,FL,33012-9998,Proprietary,2.9
00152100,Southeastern University,Lakeland,FL,32809-3771,Private Non-Profit,2.6
02598200,Southern Career College,Jacksonville,FL,32904-,Proprietary,-1
03903500,Southern Technical College,Orlando,FL,32757-0000,Proprietary,2.2
02278800,Southwest Florida College,Fort Myers,FL,33953-3100,Proprietary,2.9
00807500,St. John Vianney College Seminary,Miami,FL,33165-3244,Private Non-Profit,3
00841700,Stenotype Institute of Jacksonville,Jacksonville,FL,32809-3908,Proprietary,1.8
00153100,Stetson University,DeLand,FL,33602-0000,Private Non-Profit,3
02326900,Sunstate Academy,Fort Myers,FL,33948-,Proprietary,2.7
02508900,Talmudic College of Florida,Miami Beach,FL,33140-1507,Private Non-Profit,2.8
04116600,Taylor College,Belleview,FL,34420-8714,Proprietary,1.9
03911300,Total International Career Institute,Hialeah,FL,33012-4836,Proprietary,1.7
04029300,Trendsetters of Florida School of Beauty & Barbering,Jacksonville,FL,32205-4737,Proprietary,3
03101900,Trinity Baptist College,Jacksonville,FL,32221-1398,Private Non-Profit,1.2
03028200,Trinity College of Florida,Trinity,FL,34655-4401,Private Non-Profit,2.2
03549300,Ultimate Medical Academy,Clearwater,FL,33612-7237,Proprietary,2.5
00153600,University of Miami,Coral Gables,FL,33405-6323,Private Non-Profit,3
03171300,University of St. Augustine for Health Sciences,St. Augustine,FL,33486-3307,Proprietary,1.5
00153800,University of Tampa,Tampa,FL,33606-1490,Private Non-Profit,3
00884800,Warner University,Lake Wales,FL,32797-7333,Private Non-Profit,3
00154000,Webber International University,Babson Park,FL,33827-0096,Private Non-Profit,2.2
03939300,Wolford College,Naples,FL,34108-1931,Private Non-Profit,1.8
03256300,Yeshiva Gedolah Rabbinical College,Miami Beach,FL,33139-4708,Private Non-Profit,2.7
04126800,Academy of Somatic Healing Arts (ASHA),Norcross,GA,30071-1024,Proprietary,0.2
00154200,Agnes Scott College,Decatur,GA,30030-3797,Private Non-Profit,3
02266200,American Professional Institute,Macon,GA,31061-5443,Proprietary,1.7
00154500,Andrew College,Cuthbert,GA,39840-1395,Private Non-Profit,3
02577000,Arnold/Padrick's University of Cosmetology,Forest Park,GA,30076-1507,Proprietary,1.5
00154700,Atlanta Christian College,East Point,GA,30344-1999,Private Non-Profit,1.5
03104500,Atlanta Institute of Music,Duluth,GA,30096-4988,Proprietary,2.3
02580200,Atlanta School of Massage,Atlanta,GA,30338-6704,Proprietary,1.9
02202800,Augusta Area Dietetic Internship University Hospital,Augusta,GA,30901-2629,Private Non-Profit,3
04021300,Augusta School of Massage,Evans,GA,30809-3185,Proprietary,-0.7
01157400,Bauder College,Atlanta,GA,30313-2439,Proprietary,3
02577700,Beauty College of America,Forest Park,GA,30297-1443,Proprietary,2.6
00155400,Berry College,Mount Berry,GA,30149-5007,Private Non-Profit,3
03076300,Beulah Heights University,Atlanta,GA,30316-1873,Private Non-Profit,1.6
00155600,Brenau University,Gainesville,GA,30183-2900,Private Non-Profit,3
00155700,Brewton Parker College,Mount Vernon,GA,31404-6299,Private Non-Profit,2.3
02060900,Brown College of Court Reporting,Atlanta,GA,30309-2335,Proprietary,-0.1
03635300,Carver Bible College,Atlanta,GA,30331-1300,Private Non-Profit,0.1
00155900,Clark Atlanta University,Atlanta,GA,30314-4385,Private Non-Profit,3
03090600,Cobb Beauty College,Kennesaw,GA,30144-2828,Proprietary,3
00156000,Columbia Theological Seminary,Decatur,GA,30031-0520,Private Non-Profit,3
00348400,Covenant College,Lookout Mountain,GA,30339-3045,Private Non-Profit,2.8
00156300,Emmanuel College,Franklin Springs,GA,30639-0000,Private Non-Profit,2.8
00156400,Emory University,Atlanta,GA,30267-2268,Private Non-Profit,3
03445500,Fayette Beauty Academy,Fayetteville,GA,30214-1191,Proprietary,-0.5
04152300,Georgia Beauty Academy,Dalton,GA,30721-3952,Proprietary,3
03005400,Georgia Career Institute,Conyers,GA,37130-4995,Proprietary,1.6
03089100,Georgia Institute of Cosmetology,Athens,GA,30501-8530,Proprietary,2.5
02583000,Gwinnett College,Lilburn,GA,30047-3447,Proprietary,3
02284300,Interactive College of Technology,Chamblee,GA,30504-3048,Proprietary,2.5
00156800,Interdenominational Theological Center,Atlanta,GA,30314-4143,Private Non-Profit,3
02520000,International School of Skin and Nailcare,Atlanta,GA,30342-1119,Proprietary,3
03804400,Javelin Technical Training Center,Atlanta,GA,30084-5252,Proprietary,2.5
03173300,John Marshall Law School - Atlanta,Atlanta,GA,30309-2947,Proprietary,2.3
00157800,LaGrange College,LaGrange,GA,31708-1605,Private Non-Profit,3
04147700,Lake Lanier School of Massage,Gainesville,GA,30501-4546,Proprietary,1.8
03042700,LaurusTechnical Institute,Decatur,GA,30236-0000,Proprietary,1
02074800,Life University,Marietta,GA,30060-2996,Private Non-Profit,2.8
03100900,Luther Rice University,Lithonia,GA,32808-0000,Private Non-Profit,3
00158000,Mercer University,Macon,GA,30309-1281,Private Non-Profit,2.8
03753400,Michael's School of Beauty,Macon,GA,30047-0000,Proprietary,1.5
00158200,Morehouse College,Atlanta,GA,30314-3773,Private Non-Profit,3
02482100,Morehouse School of Medicine,Atlanta,GA,30310-1495,Private Non-Profit,2.4
00158600,Oglethorpe University,Atlanta,GA,30319-2737,Private Non-Profit,3
03812300,OmniTECH Institute,Decatur,GA,30035-1206,Proprietary,1.6
00158700,Paine College,Augusta,GA,30905-0000,Private Non-Profit,1.4
04147000,Paul Mitchell the School Atlanta,Atlanta,GA,30318-5241,Proprietary,1.9
00158800,Piedmont College,Demorest,GA,30606-5901,Private Non-Profit,3
02217200,Portfolio Center,Atlanta,GA,30309-1268,Proprietary,2.6
01205100,Pro Way Hair School,Stone Mountain,GA,72301-4165,Proprietary,2.3
00158900,Reinhardt College,Waleska,GA,30120-3121,Private Non-Profit,3
03102000,"Rivertown School of Beauty, Barber, Skin Care and Nails",Columbus,GA,31904-4747,Proprietary,2.9
02321400,Roffler - Moler Hairstyling College,Marietta,GA,30050-1035,Proprietary,2.5
02141500,Savannah College of Art & Design,Savannah,GA,30306-2642,Private Non-Profit,1.8
04091300,Savannah School of Massage Therapy Training,Savannah,GA,31406-2711,Private Non-Profit,1.3
00159100,Shorter University,Rome,GA,30294-3452,Private Non-Profit,2.7
02354500,Southeastern Beauty Schools,Columbus,GA,30281-0075,Proprietary,2.3
00159400,Spelman College,Atlanta,GA,30314-4399,Private Non-Profit,3
00155500,Thomas University,Thomasville,GA,31792-7499,Private Non-Profit,2.5
00159600,Toccoa Falls College,Toccoa Falls,GA,30541-9851,Private Non-Profit,2.9
00159700,Truett McConnell College,Cleveland,GA,30549-,Private Non-Profit,2.9
03116100,Vogue Beauty School,Hiram,GA,30120-2862,Proprietary,2.3
00160000,Wesleyan College,Macon,GA,31210-4462,Private Non-Profit,3
00160400,Young Harris College,Young Harris,GA,30582-4137,Private Non-Profit,3
03438300,Pacific Islands University,Mangilao,GU,96940-6014,Private Non-Profit,2.2
00160600,Brigham Young University - Hawaii,Laie,HI,96762-1294,Private Non-Profit,3
00160500,Chaminade University of Honolulu,Honolulu,HI,96853-5246,Private Non-Profit,3
02139500,Hawaii Institute of Hair Design,Honolulu,HI,96813-,Proprietary,3
00727900,Hawaii Pacific University,Honolulu,HI,96861-4031,Private Non-Profit,3
03649300,Hawaii Technology Institute,Honolulu,HI,96813-3036,Private Non-Profit,0
03735300,Institute of Clinical Acupuncture and Oriental Medicine,Honolulu,HI,96817-4724,Proprietary,1.5
02100300,Med-Assist School of Hawaii,Honolulu,HI,96813-4322,Proprietary,1.5
03999400,Traditional Chinese Medical College of Hawaii,Kamuela,HI,96743-8324,Private Non-Profit,-0.5
03017800,Travel Institute of the Pacific,Honolulu,HI,96814-1946,Proprietary,1.8
03072500,World Medicine Institute,Honolulu,HI,96826-3266,Private Non-Profit,3
00765800,American College of Hairstyling-Des Moines,Des Moines,IA,50309-5446,Proprietary,1.8
02289000,American Hair Academy,Ft Madison,IA,52627-4530,Proprietary,0.2
00188100,Ashford University,Clinton,IA,61021-0000,Proprietary,-0.3
04089300,Bio-Chi Institute of Massage Therapy,Sioux City,IA,51103-2138,Proprietary,0.2
00184600,Briar Cliff University,Sioux City,IA,51101-1399,Private Non-Profit,3
00184700,Buena Vista University,Storm Lake,IA,51401-2525,Private Non-Profit,3
00758800,Capri College,Dubuque,IA,52004-0873,Proprietary,3
03720300,Carlson College of Massage Therapy,Anamosa,IA,52205-7519,Proprietary,1.5
00185000,Central College,Pella,IA,50219-1999,Private Non-Profit,3
00185200,Clarke College,Dubuque,IA,52001-3198,Private Non-Profit,3
00185400,Coe College,Cedar Rapids,IA,52402-5092,Private Non-Profit,3
00794100,College of Hair Design,Waterloo,IA,50703-1834,Proprietary,1.8
00185600,Cornell College,Mount Vernon,IA,52314-1098,Private Non-Profit,3
00185500,Des Moines University - Osteopathic Medical Center,Des Moines,IA,50703-1999,Private Non-Profit,3
00185800,Divine Word College,Epworth,IA,52045-0380,Private Non-Profit,3
00185900,Dordt College,Sioux Center,IA,51250-1697,Private Non-Profit,3
00186000,Drake University,Des Moines,IA,52722-5086,Private Non-Profit,3
02328900,Emmaus Bible College,Dubuque,IA,52001-3096,Private Non-Profit,3
00761100,EQ School of Hair Design,Council Bluffs,IA,51503-0813,Proprietary,0.2
00712100,Faith Baptist Bible College & Theological Seminary,Ankeny,IA,50023-2152,Private Non-Profit,2.6
02262500,Faust Institute of Cosmetology,Storm Lake,IA,51360-1649,Proprietary,2
00186600,Graceland University,Lamoni,IA,64015-7242,Private Non-Profit,2.5
00186700,Grand View University,Des Moines,IA,50023-3993,Private Non-Profit,2.8
00186800,Grinnell College,Grinnell,IA,50112-1690,Private Non-Profit,3
01206400,Hamilton Technical College,Davenport,IA,52804-,Proprietary,1.5
00826000,Iowa School of Beauty,Des Moines,IA,50322-3203,Proprietary,2.9
00187100,Iowa Wesleyan College,Mount Pleasant,IA,52761-5396,Private Non-Profit,2.2
00765900,La' James College of Hairstyling,Mason City,IA,50401-3308,Proprietary,2.7
00842400,La' James International College,Fort Dodge,IA,50501-5577,Proprietary,2.9
00187300,Loras College,Dubuque,IA,52004-0178,Private Non-Profit,2.9
00187400,Luther College,Decorah,IA,52101-1045,Private Non-Profit,3
01111300,Maharishi University of Management,Fairfield,IA,55426-0000,Private Non-Profit,3
00627300,Mercy College of Health Sciences,Des Moines,IA,50401-2859,Private Non-Profit,3
00187900,Morningside College,Sioux City,IA,50265-2053,Private Non-Profit,3
00188000,Mount Mercy College,Cedar Rapids,IA,52402-4797,Private Non-Profit,3
00188300,Northwestern College,Orange City,IA,51041-1996,Private Non-Profit,3
01230000,Palmer College of Chiropractic,Davenport,IA,32199-4103,Private Non-Profit,3
00188900,Saint Ambrose University,Davenport,IA,61201-2210,Private Non-Profit,3
00423300,Saint Luke's Methodist Hospital School of Radiologic Technology,Cedar Rapids,IA,52402-5098,Private Non-Profit,3
02160900,"Salon Professional Academy, The",Ames,IA,55428-4928,Proprietary,-0.2
00188700,Simpson College,Indianola,IA,50309-2351,Private Non-Profit,3
03607400,Total Look School of Cosmetology and Massage Therapy,Cresco,IA,52136-1053,Proprietary,2
00189100,University of Dubuque,Dubuque,IA,85281-3221,Private Non-Profit,3
00189300,Upper Iowa University,Fayette,IA,61108-4562,Private Non-Profit,3
00189500,Waldorf College,Forest City,IA,85308-9971,Private Non-Profit,0.3
00189600,Wartburg College,Waverly,IA,50677-2200,Private Non-Profit,3
00189700,Wartburg Theological Seminary,Dubuque,IA,78705-3127,Private Non-Profit,3
00190000,William Penn University,Oskaloosa,IA,50021-8800,Private Non-Profit,1.4
02234500,Boise Bible College,Boise,ID,83854-4422,Private Non-Profit,2.2
00162500,Brigham Young University-Idaho,Rexburg,ID,83460-1650,Private Non-Profit,3
00161700,College of Idaho (The),Caldwell,ID,83605-4432,Private Non-Profit,3
03832400,Cosmetology School of Arts and Sciences,Burley,ID,83318-1327,Proprietary,0.8
04134300,Evans Hairstyling College,Rexburg,ID,83440-5277,Proprietary,3
04144500,Hair Academy Paul Mitchell Partner School (The),Rexburg,ID,83440-2600,Proprietary,1.5
02349200,Headmasters School of Hair Design,Lewiston,ID,83501-1834,Proprietary,-0.6
00455300,ITT Technical Institute,Boise,ID,37615-4423,Proprietary,2.2
03098700,Milan Institute,Boise,ID,83704-8320,Proprietary,1.6
00987300,Mr. Juan's College of Hair Design,Twin Falls,ID,83301-4154,Proprietary,2.5
02275800,Mr. Leon's School of Hair Design,Moscow,ID,83501-1910,Proprietary,2.1
00162400,Northwest Nazarene University,Nampa,ID,83702-7709,Private Non-Profit,3
02559500,Razzle Dazzle College of Hair Design,Nampa,ID,83686-5104,Proprietary,1.6
02314000,School of Hairstyling (The),Chubbuck,ID,83202-3110,Proprietary,1.6
02607100,Scot Lewis Schools - Paul Mitchell Partner School,Boise,ID,83709-1662,Proprietary,0.4
02319800,Toni&Guy Hairdressing Academy,Coeur D'Alene,ID,83705-2636,Proprietary,1.5
02068100,Adler School of Professional Psychology,Chicago,IL,46805-4749,Private Non-Profit,2.1
00418100,Advocate Trinity Hospital School of Radiologic Technology,Chicago,IL,60617-3982,Private Non-Profit,3
00832800,Alvareita's College of Cosmetology,Edwardsville,IL,62226-4735,Proprietary,3
00162800,American Academy of Art,Chicago,IL,60604-4302,Proprietary,3
03721400,American Career College of Hair Design,Berwyn,IL,60402-0000,Proprietary,0.5
00163300,Augustana College,Rock Island,IL,61201-2296,Private Non-Profit,3
00163400,Aurora University,Aurora,IL,60134-0000,Private Non-Profit,3
04141000,Aveda Institute Chicago,Chicago,IL,60647-0000,Proprietary,1.6
02536700,Bell Mar Beauty College,Cicero,IL,60804-2129,Proprietary,2.5
00176700,Benedictine University,Lisle,IL,60035-0000,Private Non-Profit,3
00163900,Blackburn University,Carlinville,IL,62626-1498,Private Non-Profit,3
00621400,Blessing Hospital,Quincy,IL,62305-7005,Private Non-Profit,3
00164100,Bradley University,Peoria,IL,61625-0002,Private Non-Profit,3
03448300,Business Industrial Resources,Chicago,IL,60634-4018,Proprietary,2.4
03099700,Cains Barber College,Chicago,IL,38104-,Proprietary,-0.2
03914300,"CALC, Institute of Technology",Alton,IL,62208-2028,Proprietary,2
03078400,Cameo Beauty Academy,Oak Lawn,IL,60453-3196,Proprietary,1.6
02295500,Cannella School of Hair Design,Elgin,IL,60020-5401,Proprietary,2.8
00893900,Cannella School of Hair Design,Blue Island,IL,60406-2130,Proprietary,1.8
02202600,Cannella School of Hair Design,Villa Park,IL,60609-,Proprietary,1.8
00959500,Cannella School of Hair Design,Chicago,IL,60617-4303,Proprietary,2.4
02349500,Cannella School of Hair Design,Chicago,IL,60653-5115,Proprietary,1.6
01308700,Capri - Garfield Ridge School of Beauty Culture,Chicago,IL,60103-,Proprietary,1.6
00923200,Catholic Theological Union at Chicago,Chicago,IL,60615-5698,Private Non-Profit,3
02155300,Chicago School of Professional Psychology,Chicago,IL,20005-2327,Private Non-Profit,2.7
00166100,Chicago Theological Seminary,Chicago,IL,60637-1507,Private Non-Profit,2.4
04139000,Citi College of Allied Health,Chicago,IL,60602-1032,Proprietary,0.6
00166500,Columbia College,Chicago,IL,60605-1996,Private Non-Profit,3
03416300,Computer Systems Institute,Skokie,IL,60148-5618,Proprietary,1
02317300,Concept College of Cosmetology,Danville,IL,61801-3214,Proprietary,2.5
00166600,Concordia University,River Forest,IL,60661-3519,Private Non-Profit,1.9
02150600,Cosmetology & Spa Institute,Crystal Lake,IL,60173-3726,Proprietary,2.8
00754900,Coyne American Institute,Chicago,IL,60606-4706,Proprietary,1.7
00167100,DePaul University,Chicago,IL,60614-3298,Private Non-Profit,3
01072700,DeVry University,Chicago,IL,92806-0000,Proprietary,2.5
00175000,Dominican University,River Forest,IL,60030-1198,Private Non-Profit,3
02168600,East West University,Chicago,IL,60605-2185,Private Non-Profit,1.6
00825900,Educators of Beauty,Sterling,IL,61114-1108,Proprietary,2.2
00167600,Elmhurst College,Elmhurst,IL,60126-3296,Private Non-Profit,3
02556100,Environmental Technical Institute,Itasca,IL,60406-2607,Proprietary,1.6
03510300,Erikson Institute,Chicago,IL,60654-4510,Private Non-Profit,3
00167800,Eureka College,Eureka,IL,61530-9976,Private Non-Profit,1.4
03881400,European Massage Therapy School,Skokie,IL,89117-5480,Proprietary,3
02584900,First Institute,Crystal Lake,IL,60014-7440,Proprietary,3
00168200,Garrett - Evangelical Theological Seminary,Evanston,IL,60201-2926,Private Non-Profit,3
00456000,Gem City College,Quincy,IL,62301-4949,Proprietary,1.5
00893800,Graham Hospital School of Nursing,Canton,IL,61520-2497,Private Non-Profit,3
00168400,Greenville College,Greenville,IL,61603-4246,Private Non-Profit,3
02261200,Hair Professionals Academy of Cosmetology,West Dundee,IL,89121-5236,Proprietary,2.3
02332200,Hair Professionals Career College,Sycamore,IL,60178-3164,Proprietary,2.7
02587700,Hair Professionals Career College,Palos Hills,IL,60465-1929,Proprietary,2.4
02262100,Hair Professionals School of Cosmetology,Oswego,IL,60543-9175,Proprietary,1.9
03002000,Hairmasters Institute of Cosmetology,Bloomington,IL,61701-5547,Proprietary,0.7
02055200,Harrington College of Design,Chicago,IL,60606-3433,Proprietary,3
00168500,Hebrew Theological College,Skokie,IL,60645-3110,Private Non-Profit,0.2
03101800,Illinois Center For Broadcasting,Lombard,IL,60605-1601,Proprietary,2.4
00168800,Illinois College,Jacksonville,IL,62650-2299,Private Non-Profit,3
00168900,Illinois College of Optometry,Chicago,IL,60616-3878,Private Non-Profit,2.6
00169100,Illinois Institute of Technology,Chicago,IL,60187-8489,Private Non-Profit,3
03099800,Illinois School of Health Careers,Chicago,IL,60631-3655,Proprietary,-1
00169600,Illinois Wesleyan University,Bloomington,IL,61702-2900,Private Non-Profit,2.5
02579200,Ingalls Memorial Hospital,Harvey,IL,60426-3558,Private Non-Profit,3
02573700,Institute for Clinical Social Work,Chicago,IL,60601-7202,Private Non-Profit,2.6
00169800,John Marshall Law School (The),Chicago,IL,60604-3968,Private Non-Profit,3
00170000,Judson University,Elgin,IL,60123-1498,Private Non-Profit,3
00170300,Kendall College,Chicago,IL,60623-0000,Proprietary,-1
02622700,Knowledge Systems Institute,Skokie,IL,60076-2453,Private Non-Profit,2.2
00170400,Knox College,Galesburg,IL,61401-4999,Private Non-Profit,3
00170600,Lake Forest College,Lake Forest,IL,60045-2399,Private Non-Profit,3
02319200,Lake Forest Graduate School of Management,Lake Forest,IL,60601-7680,Private Non-Profit,3
01050100,Lakeview College of Nursing,Danville,IL,61920-3099,Private Non-Profit,3
00170700,Lewis University,Romeoville,IL,87147-5604,Private Non-Profit,3
02527600,Lexington College,Chicago,IL,60607-3294,Private Non-Profit,1.9
00170800,Lincoln Christian University,Lincoln,IL,89015-9999,Private Non-Profit,2.3
00170900,Lincoln College,Lincoln,IL,61761-4107,Private Non-Profit,3
00171000,Loyola University Chicago,Chicago,IL,53140-1994,Private Non-Profit,2.9
00171200,Lutheran School of Theology at Chicago,Chicago,IL,60615-5199,Private Non-Profit,1.5
02228100,Mac Daniels Beauty School,Chicago,IL,60640-,Proprietary,1.7
00171600,MacCormac College,Chicago,IL,60101-3501,Private Non-Profit,2.2
00171700,MacMurray College,Jacksonville,IL,62703-5402,Private Non-Profit,0.7
00172100,McCormick Theological Seminary,Chicago,IL,60615-5108,Private Non-Profit,3
00172200,McKendree University,Lebanon,IL,62863-2657,Private Non-Profit,2.1
00172300,Meadville Theological School of Lombard College,Chicago,IL,60637-1602,Private Non-Profit,3
00622800,Methodist College of  Nursing,Peoria,IL,61603-3716,Private Non-Profit,3
00456800,Midstate College,Peoria,IL,62321-1470,Proprietary,2.1
03368300,Midwest Technical Institute,Springfield,IL,61611-9475,Proprietary,1.7
00165700,Midwestern University,Downers Grove,IL,85308-9946,Private Non-Profit,2.7
00172400,Millikin University,Decatur,IL,62794-9256,Private Non-Profit,3
00172500,Monmouth College,Monmouth,IL,61462-1963,Private Non-Profit,3
00888000,Morrison Institute of Technology,Morrison,IL,61270-0000,Private Non-Profit,3
02192400,"Mr. John's School of Cosmetology, Esthetics & Nails",Decatur,IL,62521-2041,Proprietary,1
03643300,"Mr. John's School of Jacksonville,  Inc,",Jacksonville,IL,62650-3488,Proprietary,1.8
00793700,Ms Roberts Academy of Beauty Culture,Villa Park,IL,60162-1305,Proprietary,1.9
03128500,National Latino Education Institute,Chicago,IL,60609-2205,Private Non-Profit,3
00173200,National University of Health Sciences (The),Lombard,IL,33781-4005,Private Non-Profit,2.5
00173300,National-Louis University,Chicago,IL,60603-3032,Private Non-Profit,3
02556600,Niles School of Cosmetology,Niles,IL,60714-2827,Proprietary,2.7
00173400,North Central College,Naperville,IL,60564-8033,Private Non-Profit,3
00173500,North Park University,Chicago,IL,60622-2803,Private Non-Profit,3
03684300,NorthShore University HealthSystem School of Nurse Anesthesia,Evanston,IL,60201-9872,Private Non-Profit,3
01236200,Northwestern College,Chicago,IL,60457-0000,Proprietary,1.5
00173900,Northwestern University,Evanston,IL,60208-0001,Private Non-Profit,3
02297500,Oehrlein School of Cosmetology,East Peoria,IL,61611-2804,Proprietary,2.8
00174100,Olivet Nazarene University,Bourbonnais,IL,60545-1180,Private Non-Profit,3
01083600,Pivot Point International Cosmetology Research Center,Evanston,IL,60661-3113,Proprietary,1.6
02323300,Professionals Choice Hair Design Academy,Joliet,IL,60435-6434,Proprietary,2.4
03128300,Pyramid Career Institute,Chicago,IL,60657-4207,Proprietary,2.4
00174600,Robert Morris University Illinois,Chicago,IL,60123-9409,Private Non-Profit,3
00854500,Rockford Career  College,Rockford,IL,61108-6437,Proprietary,3
00174800,Rockford College,Rockford,IL,53212-3955,Private Non-Profit,1.1
00174900,Roosevelt University,Chicago,IL,60436-9701,Private Non-Profit,3
00165900,Rosalind Franklin University of Medicine and Science,North Chicago,IL,60064-3095,Private Non-Profit,2.5
03082900,Rosel School of Cosmetology,Chicago,IL,60659-1913,Proprietary,2.6
00980000,Rush University,Chicago,IL,60612-3806,Private Non-Profit,3
00998700,Saint Anthony College of Nursing,Rockford,IL,61108-2468,Private Non-Profit,2.6
02185400,Saint Augustine College,Chicago,IL,60608-4610,Private Non-Profit,2.3
00624000,Saint Francis Medical Center College of Nursing,Peoria,IL,61603-3783,Private Non-Profit,3
